2026-05-15 14:45:15.151 [main] INFO  nl.micheldebree.mcp.pdf.Application - Starting Application v0.1.0-SNAPSHOT using Java 21.0.2 with PID 72512 (/Users/michel/dev/micheldebree/secretagent/mcp-pdfbox/target/mcp-pdfbox-0.1.0-SNAPSHOT.jar started by michel in /Users/michel/dev/chordian/sidfactory2)
2026-05-15 14:46:31.032 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable tools capabilities, notification: true
2026-05-15 14:46:31.033 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Registered tools: 3
2026-05-15 14:46:31.033 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable resources capabilities, notification: true
2026-05-15 14:46:31.034 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable resources templates capabilities, notification: true
2026-05-15 14:46:31.034 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable prompts capabilities, notification: true
2026-05-15 14:46:31.034 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable completions capabilities
2026-05-15 14:46:31.162 [pool-2-thread-1] INFO  i.m.server.McpAsyncServer - Client initialize request - Protocol: 2025-11-25, Capabilities: ClientCapabilities[experimental=null, roots=null, sampling=null, elicitation=null], Info: Implementation[name=opencode, title=null, version=1.15.0]
2026-05-15 14:46:31.167 [pool-2-thread-1] WARN  i.m.server.McpAsyncServer - Client requested unsupported protocol version: 2025-11-25, so the server will suggest the 2024-11-05 version instead
2026-05-15 14:46:31.188 [main] INFO  nl.micheldebree.mcp.pdf.Application - Started Application in 0.989 seconds (process running for 1.385)
2026-05-15 15:02:51.386 [main] INFO  nl.micheldebree.mcp.pdf.Application - Starting Application v0.1.0-SNAPSHOT using Java 21.0.2 with PID 84515 (/Users/michel/dev/micheldebree/secretagent/mcp-pdfbox/target/mcp-pdfbox-0.1.0-SNAPSHOT.jar started by michel in /Users/michel/dev/chordian/sidfactory2)
2026-05-15 15:02:51.388 [main] DEBUG nl.micheldebree.mcp.pdf.Application - Running with Spring Boot v4.0.2, Spring v7.0.3
2026-05-15 15:02:51.388 [main] INFO  nl.micheldebree.mcp.pdf.Application - No active profile set, falling back to 1 default profile: "default"
2026-05-15 15:02:51.650 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerAutoConfiguration' of type [org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [serverAnnotatedMethodBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2026-05-15 15:02:51.651 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'serverAnnotatedBeanRegistry' of type [org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerAutoConfiguration$ServerMcpAnnotatedBeans] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [serverAnnotatedMethodBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2026-05-15 15:02:51.658 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.ai.mcp.server.annotation-scanner-org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerProperties' of type [org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [serverAnnotatedMethodBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2026-05-15 15:02:51.998 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable tools capabilities, notification: true
2026-05-15 15:02:51.999 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Registered tools: 3
2026-05-15 15:02:51.999 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable resources capabilities, notification: true
2026-05-15 15:02:51.999 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable resources templates capabilities, notification: true
2026-05-15 15:02:52.000 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable prompts capabilities, notification: true
2026-05-15 15:02:52.000 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable completions capabilities
2026-05-15 15:02:52.119 [pool-2-thread-1] INFO  i.m.server.McpAsyncServer - Client initialize request - Protocol: 2025-11-25, Capabilities: ClientCapabilities[experimental=null, roots=null, sampling=null, elicitation=null], Info: Implementation[name=opencode, title=null, version=1.15.0]
2026-05-15 15:02:52.123 [pool-2-thread-1] WARN  i.m.server.McpAsyncServer - Client requested unsupported protocol version: 2025-11-25, so the server will suggest the 2024-11-05 version instead
2026-05-15 15:02:52.144 [main] INFO  nl.micheldebree.mcp.pdf.Application - Started Application in 0.97 seconds (process running for 1.367)
2026-05-15 15:11:01.449 [main] INFO  nl.micheldebree.mcp.pdf.Application - Starting Application v0.1.0-SNAPSHOT using Java 21.0.2 with PID 90934 (/Users/michel/dev/micheldebree/secretagent/mcp-pdfbox/target/mcp-pdfbox-0.1.0-SNAPSHOT.jar started by michel in /Users/michel/dev/chordian/sidfactory2)
2026-05-15 15:11:01.450 [main] DEBUG nl.micheldebree.mcp.pdf.Application - Running with Spring Boot v4.0.2, Spring v7.0.3
2026-05-15 15:11:01.450 [main] INFO  nl.micheldebree.mcp.pdf.Application - No active profile set, falling back to 1 default profile: "default"
2026-05-15 15:11:01.731 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerAutoConfiguration' of type [org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [serverAnnotatedMethodBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2026-05-15 15:11:01.732 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'serverAnnotatedBeanRegistry' of type [org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerAutoConfiguration$ServerMcpAnnotatedBeans] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [serverAnnotatedMethodBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2026-05-15 15:11:01.738 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.ai.mcp.server.annotation-scanner-org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerProperties' of type [org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [serverAnnotatedMethodBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2026-05-15 15:11:02.060 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable tools capabilities, notification: true
2026-05-15 15:11:02.061 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Registered tools: 3
2026-05-15 15:11:02.061 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable resources capabilities, notification: true
2026-05-15 15:11:02.062 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable resources templates capabilities, notification: true
2026-05-15 15:11:02.062 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable prompts capabilities, notification: true
2026-05-15 15:11:02.063 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable completions capabilities
2026-05-15 15:11:02.183 [pool-2-thread-1] INFO  i.m.server.McpAsyncServer - Client initialize request - Protocol: 2025-11-25, Capabilities: ClientCapabilities[experimental=null, roots=null, sampling=null, elicitation=null], Info: Implementation[name=opencode, title=null, version=1.15.0]
2026-05-15 15:11:02.187 [pool-2-thread-1] WARN  i.m.server.McpAsyncServer - Client requested unsupported protocol version: 2025-11-25, so the server will suggest the 2024-11-05 version instead
2026-05-15 15:11:02.205 [main] INFO  nl.micheldebree.mcp.pdf.Application - Started Application in 0.986 seconds (process running for 1.383)
2026-05-15 16:37:32.916 [main] INFO  nl.micheldebree.mcp.pdf.Application - Starting Application v0.1.0-SNAPSHOT using Java 21.0.2 with PID 1008 (/Users/michel/dev/micheldebree/secretagent/mcp-pdfbox/target/mcp-pdfbox-0.1.0-SNAPSHOT.jar started by michel in /Users/michel/dev/chordian/sidfactory2)
2026-05-15 16:37:32.918 [main] DEBUG nl.micheldebree.mcp.pdf.Application - Running with Spring Boot v4.0.2, Spring v7.0.3
2026-05-15 16:37:32.918 [main] INFO  nl.micheldebree.mcp.pdf.Application - No active profile set, falling back to 1 default profile: "default"
2026-05-15 16:37:33.211 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerAutoConfiguration' of type [org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [serverAnnotatedMethodBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2026-05-15 16:37:33.212 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'serverAnnotatedBeanRegistry' of type [org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerAutoConfiguration$ServerMcpAnnotatedBeans] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [serverAnnotatedMethodBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2026-05-15 16:37:33.219 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.ai.mcp.server.annotation-scanner-org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerProperties' of type [org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [serverAnnotatedMethodBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2026-05-15 16:37:33.577 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable tools capabilities, notification: true
2026-05-15 16:37:33.579 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Registered tools: 3
2026-05-15 16:37:33.579 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable resources capabilities, notification: true
2026-05-15 16:37:33.579 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable resources templates capabilities, notification: true
2026-05-15 16:37:33.580 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable prompts capabilities, notification: true
2026-05-15 16:37:33.580 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable completions capabilities
2026-05-15 16:37:33.721 [pool-2-thread-1] INFO  i.m.server.McpAsyncServer - Client initialize request - Protocol: 2025-11-25, Capabilities: ClientCapabilities[experimental=null, roots=null, sampling=null, elicitation=null], Info: Implementation[name=opencode, title=null, version=1.15.0]
2026-05-15 16:37:33.725 [pool-2-thread-1] WARN  i.m.server.McpAsyncServer - Client requested unsupported protocol version: 2025-11-25, so the server will suggest the 2024-11-05 version instead
2026-05-15 16:37:33.755 [main] INFO  nl.micheldebree.mcp.pdf.Application - Started Application in 1.07 seconds (process running for 1.68)
2026-05-15 16:59:54.374 [main] INFO  nl.micheldebree.mcp.pdf.Application - Starting Application v0.1.0-SNAPSHOT using Java 21.0.2 with PID 3993 (/Users/michel/dev/micheldebree/secretagent/mcp-pdfbox/target/mcp-pdfbox-0.1.0-SNAPSHOT.jar started by michel in /Users/michel/dev/chordian/sidfactory2)
2026-05-15 16:59:54.375 [main] DEBUG nl.micheldebree.mcp.pdf.Application - Running with Spring Boot v4.0.2, Spring v7.0.3
2026-05-15 16:59:54.376 [main] INFO  nl.micheldebree.mcp.pdf.Application - No active profile set, falling back to 1 default profile: "default"
2026-05-15 16:59:54.636 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerAutoConfiguration' of type [org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [serverAnnotatedMethodBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2026-05-15 16:59:54.637 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'serverAnnotatedBeanRegistry' of type [org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerAutoConfiguration$ServerMcpAnnotatedBeans] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [serverAnnotatedMethodBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2026-05-15 16:59:54.643 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.ai.mcp.server.annotation-scanner-org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerProperties' of type [org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [serverAnnotatedMethodBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2026-05-15 16:59:54.968 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable tools capabilities, notification: true
2026-05-15 16:59:54.969 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Registered tools: 3
2026-05-15 16:59:54.969 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable resources capabilities, notification: true
2026-05-15 16:59:54.970 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable resources templates capabilities, notification: true
2026-05-15 16:59:54.970 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable prompts capabilities, notification: true
2026-05-15 16:59:54.971 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable completions capabilities
2026-05-15 16:59:55.091 [pool-2-thread-1] INFO  i.m.server.McpAsyncServer - Client initialize request - Protocol: 2025-11-25, Capabilities: ClientCapabilities[experimental=null, roots=null, sampling=null, elicitation=null], Info: Implementation[name=opencode, title=null, version=1.15.0]
2026-05-15 16:59:55.095 [pool-2-thread-1] WARN  i.m.server.McpAsyncServer - Client requested unsupported protocol version: 2025-11-25, so the server will suggest the 2024-11-05 version instead
2026-05-15 16:59:55.114 [main] INFO  nl.micheldebree.mcp.pdf.Application - Started Application in 0.951 seconds (process running for 1.354)
2026-05-15 17:24:37.741 [main] INFO  nl.micheldebree.mcp.pdf.Application - Starting Application v0.1.0-SNAPSHOT using Java 21.0.2 with PID 10887 (/Users/michel/dev/micheldebree/secretagent/mcp-pdfbox/target/mcp-pdfbox-0.1.0-SNAPSHOT.jar started by michel in /Users/michel/dev/chordian/sidfactory2)
2026-05-15 17:24:37.742 [main] DEBUG nl.micheldebree.mcp.pdf.Application - Running with Spring Boot v4.0.2, Spring v7.0.3
2026-05-15 17:24:37.743 [main] INFO  nl.micheldebree.mcp.pdf.Application - No active profile set, falling back to 1 default profile: "default"
2026-05-15 17:24:37.998 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerAutoConfiguration' of type [org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [serverAnnotatedMethodBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2026-05-15 17:24:37.999 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'serverAnnotatedBeanRegistry' of type [org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerAutoConfiguration$ServerMcpAnnotatedBeans] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [serverAnnotatedMethodBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2026-05-15 17:24:38.005 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.ai.mcp.server.annotation-scanner-org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerProperties' of type [org.springframework.ai.mcp.server.common.autoconfigure.annotations.McpServerAnnotationScannerProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [serverAnnotatedMethodBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2026-05-15 17:24:38.336 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable tools capabilities, notification: true
2026-05-15 17:24:38.336 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Registered tools: 3
2026-05-15 17:24:38.337 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable resources capabilities, notification: true
2026-05-15 17:24:38.337 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable resources templates capabilities, notification: true
2026-05-15 17:24:38.337 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable prompts capabilities, notification: true
2026-05-15 17:24:38.338 [main] INFO  o.s.a.m.s.c.a.McpServerAutoConfiguration - Enable completions capabilities
2026-05-15 17:24:38.458 [pool-2-thread-1] INFO  i.m.server.McpAsyncServer - Client initialize request - Protocol: 2025-11-25, Capabilities: ClientCapabilities[experimental=null, roots=null, sampling=null, elicitation=null], Info: Implementation[name=opencode, title=null, version=1.15.0]
2026-05-15 17:24:38.462 [pool-2-thread-1] WARN  i.m.server.McpAsyncServer - Client requested unsupported protocol version: 2025-11-25, so the server will suggest the 2024-11-05 version instead
2026-05-15 17:24:38.482 [main] INFO  nl.micheldebree.mcp.pdf.Application - Started Application in 0.954 seconds (process running for 1.355)
